Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Row_ID
2022,240429,The Buckingham Condominium Association,Submitted Data,360 E Randolph St,60601,1.0,false,LOOP,Multifamily Housing,680267,1981,1,,27,28753816.3,2573722.6,0,0,,61.9,164.4,63.3,168.3,3924,7.8,41.8846275399825,-87.6186430717123,POINT (-87.6186430717123 41.8846275399825),2022-240429
2022,251872,Goode HS -CPS,Submitted Data,7651 S Homan Ave,60652,2.0,false,ASHBURN,K-12 School,208200,2008,1,,41,10641632.4,994200,0,0,,55.9,148.1,56.1,148.8,1454.5,7,41.75375991930441,-87.70730896297749,POINT (-87.70730896297749 41.75375991930441),2022-251872
2022,156900,Edens East,Not Submitted,6160 N CICERO AVE,60646,0.0,false,FOREST GLEN,,63000,,,,,,,,,,,,,,,,41.992949443877386,-87.74848000332995,POINT (-87.74848000332995 41.992949443877386),2022-156900
2022,156576,Rice Building,Submitted Data,815 W Van Buren St,60607,2.5,false,NEAR WEST SIDE,Office,80610,1910,1,,58,2832595.8,3422193.3,0,0,,77.6,143,78.3,140.5,554.9,6.9,41.87655166174297,-87.64786970336469,POINT (-87.64786970336469 41.87655166174297),2022-156576
2022,254093,Catalyst,Submitted Data,123 N Desplaines St,60661,1.5,false,Near West Side,Multifamily Housing,255042,2014,1,,33,8980079.6,11663599.8,0,0,,80.9,146.6,82.3,146.4,1876,7.4,41.883909529934066,-87.64404241080454,POINT (-87.64404241080454 41.883909529934066),2022-254093
2022,251654,Cook Elementary -CPS,Exempt,8150 S Bishop St,60620,,true,AUBURN GRESHAM,,98500,,,,,,,,,,,,,,,,41.74526283804375,-87.65981189693636,POINT (-87.65981189693636 41.74526283804375),2022-251654
2022,260135,,Submitted Data,309  W 23RD ST,60616,0.0,false,ARMOUR SQUARE,,73210,,,,,,,,,,,,,,,,41.850821175747406,-87.63513291562714,POINT (-87.63513291562714 41.850821175747406),2022-260135
2022,251331,Munroe Hall,Submitted Data,2312 N Clifton Ave,60614,2.0,false,LINCOLN PARK,College/University,81951,1970,1,,,3875840.8,5567210.7,0,0,,115.2,203.8,120.8,209.6,806.2,9.8,41.92392185250148,-87.6573474846405,POINT (-87.6573474846405 41.92392185250148),2022-251331
2022,103664,Northern Trust Headquarters,Submitted Data,50 S LaSalle St,60603,3.5,false,LOOP,Financial Office,581260,1963,1,,74,19755483.5,17622868.5,0,0,,64.4,127.3,65.2,127.5,3538.1,6.1,41.88070510431831,-87.63247630514623,POINT (-87.63247630514623 41.88070510431831),2022-103664
2022,251597,Okeeffe Elementary -CPS,Submitted Data,6940 S Merrill Ave,60649,1.5,false,SOUTH SHORE,K-12 School,95310,1925,3,,35,2340140.6,6596240,0,0,,93.8,141.4,97,145.5,658.6,6.9,41.76861557049004,-87.57284299103989,POINT (-87.57284299103989 41.76861557049004),2022-251597
2022,105987,,Submitted Data,7020 7038 S JEFFERY BLVD,60649,3.5,false,SOUTH SHORE,Multifamily Housing,125000,1925,1,,51,1256049.3,12078482.3,0,0,,106.7,129.6,113.8,137.1,807,6.5,41.767352954567606,-87.57647795844571,POINT (-87.57647795844571 41.767352954567606),2022-105987
2022,243278,253 East Delaware Condominium Association,Submitted Data,253 E DELAWARE PL,60611,2.0,false,NEAR NORTH SIDE,Multifamily Housing,161864,1957,1,,47,2215484.1,13392138.8,0,0,,109.2,141.8,116,148.1,1003.1,7,41.89916336470664,-87.6198424686338,POINT (-87.6198424686338 41.89916336470664),2022-243278
2022,160440,Pittsfield Building,Not Submitted,55 E WASHINGTON ST,60602,0.0,false,LOOP,,320400,,,,,,,,,,,,,,,,41.88311168664746,-87.62585098919836,POINT (-87.62585098919836 41.88311168664746),2022-160440
2022,158424,Virgin Hotels Chicago,Not Submitted,203 209 N WABASH AVE,60601,0.0,false,LOOP,,198000,,,,,,,,,,,,,,,,41.885828292802344,-87.62613826248786,POINT (-87.62613826248786 41.885828292802344),2022-158424
2022,159637,Hawthorne House Apartments,Submitted Data,3450 N Lake Shore Dr,60657,3.0,false,LAKE VIEW,Multifamily Housing,599388,1968,1,,70,9210670,33436515,0,0,,80.4,114.8,81.8,114.9,2989.2,5.6,41.94510108521152,-87.64160242635202,POINT (-87.64160242635202 41.94510108521152),2022-159637
2022,173769,,Submitted Data,541 547 W OAKDALE AVE,60657,4.0,false,LAKE VIEW,Multifamily Housing,107170,1966,1,,88,985754.1,4695499.9,0,0,,57.5,77.9,59.1,78.5,379.2,3.8,41.93542576113567,-87.64344620633747,POINT (-87.64344620633747 41.93542576113567),2022-173769
2022,101807,Fine Arts Building,Submitted Data,408 410 S Michigan Ave,60605,3.0,false,LOOP,Office,160558,1884,1,,67,2628049.3,12169713.7,0,0,,92.2,125.4,97.6,130.2,992.5,6.2,41.87675372377302,-87.62443090718855,POINT (-87.62443090718855 41.87675372377302),2022-101807
2022,119799,Lowes Home Improvement,Submitted Data,7971 S CICERO AVE,60652,4.0,false,ASHBURN,Wholesale Club/Supercenter,282259,2009,1,,90,3914087.9,3491887.1,0,0,,54.5,107.7,54.9,106.5,701,5.2,41.7476819982896,-87.74115726628261,POINT (-87.74115726628261 41.7476819982896),2022-119799
2022,105340,,Submitted Data,531 535 W DEMING PL,60614,3.5,false,LINCOLN PARK,Multifamily Housing,65806,1967,1,,79,1090373.9,4339860,0,0,,82.5,115.6,86.7,118.8,374.1,5.7,41.92810717044098,-87.64334459564203,POINT (-87.64334459564203 41.92810717044098),2022-105340
2022,117159,,Not Submitted,3919  W FOSTER AVE,60625,0.0,false,ALBANY PARK,,101400,,,,,,,,,,,,,,,,41.97543959387946,-87.72648597803017,POINT (-87.72648597803017 41.97543959387946),2022-117159
2022,135080,,Submitted Data,537  S DEARBORN ST,60605,1.5,false,LOOP,Multifamily Housing,78000,1892,1,,39,2608786.6,2759324.3,0,0,,68.8,130.8,69.9,130.5,490.2,6.3,41.874966487730035,-87.629071372283,POINT (-87.629071372283 41.874966487730035),2022-135080
2022,101039,Marshall Metro HS -CPS,Exempt,3250 W Adams St,60624,,true,EAST GARFIELD PARK,,366981,,,,,,,,,,,,,,,,41.87847194167412,-87.70801612307142,POINT (-87.70801612307142 41.87847194167412),2022-101039
2022,101868,300 South Wacker Property LLC,Submitted Data,300 S Wacker Dr,60606,3.5,false,LOOP,Office,618563,1971,1,,78,21532863.2,22179383.5,0,0,,71.7,137.1,72.4,136.2,4014.2,6.6,41.87801092371806,-87.63705852233733,POINT (-87.63705852233733 41.87801092371806),2022-101868
2022,159561,2555 N Clark Apartments,Submitted Data,2555 N Clark St,60614,2.0,false,LINCOLN PARK,Multifamily Housing,180994,1986,1,,15,8471416,3004127.9,0,0,,75.8,177.6,76,177.6,1275.4,8.4,41.92927235314892,-87.64250187775227,POINT (-87.64250187775227 41.92927235314892),2022-159561
2022,244325,,Submitted Data,7033 N KEDZIE AVE,60645,1.0,false,WEST RIDGE,Multifamily Housing,333000,1968,1,,8,7018739.8,40489233,0,0,,146.2,191.3,136,179.6,3075,9.5,42.00920600888778,-87.70907630836571,POINT (-87.70907630836571 42.00920600888778),2022-244325
2022,137657,,Submitted Data,1327  W WASHINGTON BLVD,60607,4.0,false,NEAR WEST SIDE,Multifamily Housing,100200,2006,1,,98,1470539.7,2612401.3,0,0,,40.7,68.5,41,67.4,332.4,3.3,41.88281298818196,-87.66068229045455,POINT (-87.66068229045455 41.88281298818196),2022-137657
2022,251873,Back Of The Yard -CPS,Submitted Data,2111 W 47th St,60609,1.0,false,NEW CITY,K-12 School,212285,2013,1,,23,10090494.7,9503780.3,0,0,,92.3,180.1,93,177.9,1833.9,8.6,41.808384423666354,-87.67756963874196,POINT (-87.67756963874196 41.808384423666354),2022-251873
2022,116966,,Submitted Data,9510  S CONSTANCE AVE,60617,4.0,false,SOUTH DEERING,Multifamily Housing,162981,1980,5,,88,3199658.4,7158727.8,0,0,,63.6,101.1,64.5,101.5,801.7,4.9,41.72205802488057,-87.57913871678048,POINT (-87.57913871678048 41.72205802488057),2022-116966
2022,238367,1300 Lake Shore Drive Condominium Association,Submitted Data,1300 N Lake Shore Dr,60610,2.0,false,NEAR NORTH SIDE,Multifamily Housing,403799,1963,1,,47,9903500.9,23132390.3,0,0,,90.3,142.1,93.7,142.8,2533.1,6.9,41.90588600275259,-87.62545055294856,POINT (-87.62545055294856 41.90588600275259),2022-238367
2022,251918,Michaels Terrace Condo,Submitted Data,1309 N Wells St,60610,2.0,false,NEAR NORTH SIDE,Multifamily Housing,145503,1990,1,,47,2605575.6,8019113.5,0,0,,92,136.1,94.4,137,769.1,6.7,41.9060113181294,-87.63440626651865,POINT (-87.63440626651865 41.9060113181294),2022-251918
2022,173872,North Shore Baptist Church,Not Submitted,5244 N Lakewood Ave,60640,0.0,false,EDGEWATER,,50000,,,,,,,,,,,,,,,,41.97761882933137,-87.66253135799067,POINT (-87.66253135799067 41.97761882933137),2022-173872
2022,103597,30 N LaSalle St,Submitted Data,30 N LaSalle St,60602,3.5,false,LOOP,Office,972620,1974,1,,79,28996514.8,36083627.1,0,0,,66.9,122.4,67.7,121.9,5735.8,5.9,41.88269466861121,-87.63253142666058,POINT (-87.63253142666058 41.88269466861121),2022-103597
2022,252121,Ronald McDonald House near Lurie Children's,Submitted Data,211 E Grand Ave,60611,2.5,false,NEAR NORTH SIDE,Hotel,106200,2012,1,,56,6298838.9,3743400,0,0,,94.6,203.1,95.5,202.9,1028.5,9.7,41.89165895947347,-87.622204397567,POINT (-87.622204397567 41.89165895947347),2022-252121
2022,121212,Village Market,Submitted Data,333 E Benton PL,60601,2.0,false,LOOP,Enclosed Mall,104652,2011,1,,,2487159.8,11052518.7,0,0,,129.4,177.4,130.6,178.7,914.6,8.7,41.88539004666972,-87.61898671163952,POINT (-87.61898671163952 41.88539004666972),2022-121212
2022,252250,Argyle Apartments,Submitted Data,840 850 W Argyle St,60640,2.0,false,UPTOWN,Multifamily Housing,65492,1951,1,,49,986302.4,5920738.4,0,0,,117.1,152.2,124,158.6,444.4,7.5,41.973465765669154,-87.65181083814068,POINT (-87.65181083814068 41.973465765669154),2022-252250
2022,250129,300 North LaSalle,Submitted Data,300 N LaSalle St,60654,3.0,false,NEAR NORTH SIDE,Office,1587805,2007,1,,68,78075765,4307865.9,0,0,,54.7,148.1,54.3,147.1,10512.5,7,41.887528639656935,-87.63264683652446,POINT (-87.63264683652446 41.887528639656935),2022-250129
2022,159893,Island Terrace Apartments,Submitted Data,6424 6444 S STONYISLAND AVE,60637,2.0,false,WOODLAWN,Multifamily Housing,239464,1969,1,,41,4583150.8,22813819.1,0,0,,114.4,153.6,120.3,159.2,1815.4,7.6,,,,2022-159893
2022,142759,,Submitted Data,124  W POLK ST,60605,1.0,false,LOOP,Multifamily Housing,108010,1993,1,,30,5146412.4,1118340,0,0,,58,144.3,58.6,146,737.3,6.8,41.872294238849875,-87.63144219820761,POINT (-87.63144219820761 41.872294238849875),2022-142759
2022,251900,"Scammon, Jonathan Y -CPS",Submitted Data,4201 W Henderson St,60641,2.0,false,IRVING PARK,K-12 School,85474,1926,5,,45,1798318.5,5378550.2,0,0,,84,125,87.2,128.6,522.5,6.1,41.941649437310005,-87.73222900844841,POINT (-87.73222900844841 41.941649437310005),2022-251900
2022,106042,LaSalle Towers,Not Submitted,1211 1217 N LASALLE DR,60610,0.0,false,NEAR NORTH SIDE,,57041,,,,,,,,,,,,,,,,41.90424750275757,-87.63278644738897,POINT (-87.63278644738897 41.90424750275757),2022-106042
2022,104710,,Exempt,4645  W BELMONT AVE,60641,,true,BELMONT CRAGIN,,76167,,,,,,,,,,,,,,,,41.93875847343951,-87.74392031202537,POINT (-87.74392031202537 41.93875847343951),2022-104710
2022,146136,Reside on Barry,Submitted Data,533 549 W BARRY AVE,60657,1.5,false,LAKE VIEW,Multifamily Housing,113088,1966,1,,39,3772305,7535285.3,0,0,,100,163.4,104.3,166.2,897.1,7.9,41.9375650734573,-87.64321139865783,POINT (-87.64321139865783 41.9375650734573),2022-146136
2022,120931,,Submitted Data,10 S STATE ST,60603,3.0,false,LOOP,Retail Store,56109,1970,1,,,1562247,0,0,0,,27.8,78,27.8,78,205.8,3.7,41.88178186362297,-87.62791032800358,POINT (-87.62791032800358 41.88178186362297),2022-120931
2022,100867,Rush University Medical Center,Submitted Data,1653 W Congress Pkwy,60612,1.5,false,NEAR WEST SIDE,Hospital (General Medical & Surgical),5863656,1982,19,,31,450327013.7,360612170.5,210634274.5,0,,262.3,486.1,262.1,480.2,92454.1,23.7,41.87503334144109,-87.66875300130346,POINT (-87.66875300130346 41.87503334144109),2022-100867
2022,158387,Chicago Mag Mile Courtyard,Submitted Data,165 E Ontario St,60611,3.5,false,NEAR NORTH SIDE,Hotel,356929,2003,1,,75,7352074.9,21801500.3,0,0,,101.6,151.5,103.4,151.9,2126.4,7.4,41.89325124631192,-87.62279184406287,POINT (-87.62279184406287 41.89325124631192),2022-158387
2022,251860,Ogden Intl HS -CPS,Submitted Data,1250 W Erie St,60642,3.0,false,WEST TOWN,K-12 School,93355,1957,1,,69,1489109.4,5784120,0,0,,77.9,109.7,80.9,112.8,503.4,5.4,41.893575701813866,-87.65936675601802,POINT (-87.65936675601802 41.893575701813866),2022-251860
2022,256826,,Not Submitted,1201 W Lake Street,,0.0,false,,,140646,,,,,,,,,,,,,,,,41.88539186977547,-87.65690086836493,POINT (-87.65690086836493 41.88539186977547),2022-256826
2022,101038,2111 W Roosevelt Rd,Submitted Data,2111 W Roosevelt Rd,60608,4.0,false,NEAR WEST SIDE,Office,785947,2006,1,,86,23332706.7,18691983.2,0,0,,91.7,185.3,93.6,186,4071.4,8.9,41.86660195976448,-87.67920073727512,POINT (-87.67920073727512 41.86660195976448),2022-101038
2022,175894,,Not Submitted,4900  N SHERIDAN RD,60640,0.0,false,UPTOWN,,131500,,,,,,,,,,,,,,,,41.97166561185875,-87.65503310421725,POINT (-87.65503310421725 41.97166561185875),2022-175894
2022,174209,The Superior at LaSalle Condominium Association,Submitted Data,150  W SUPERIOR ST,60654,4.0,false,NEAR NORTH SIDE,Multifamily Housing,177911,2006,1,,87,3333528,4840206.2,0,0,,45.9,81,47,82.1,696.2,3.9,41.89571570483388,-87.63321222249803,POINT (-87.63321222249803 41.89571570483388),2022-174209
2022,175959,,Submitted Data,5100  S HYDE PARK BLVD,60615,3.0,false,HYDE PARK,Multifamily Housing,111592,1910,1,,69,811466,7047640.8,0,0,,70.4,86.7,75.2,91,481.2,4.3,41.8024498091595,-87.58535528610221,POINT (-87.58535528610221 41.8024498091595),2022-175959
2022,160270,Grand Kingsbury LLC,Submitted Data,520 N Kingsbury St,60654,1.0,false,NEAR NORTH SIDE,Multifamily Housing,691865,2007,1,,25,15694924.3,32176627.4,0,0,,96.3,156.3,99.7,158.1,3776.3,7.6,41.891230786934514,-87.63984599312703,POINT (-87.63984599312703 41.891230786934514),2022-160270
2022,251876,Sizemore - Shabazz Charter,Not Submitted,1540 W 84TH ST,60620,0.0,false,AUBURN GRESHAM,,70232,,,,,,,,,,,,,,,,41.741373742199215,-87.66235650814622,POINT (-87.66235650814622 41.741373742199215),2022-251876
2022,243920,Newberry Plaza Condominium Association,Submitted Data,1030 N State St,60610,3.5,false,NEAR NORTH SIDE,Multifamily Housing,903456,1970,1,,55,19352887.1,39203048,0,0,,77.2,125.7,77.8,124.1,4631.3,6.1,41.90146341490292,-87.62848137148605,POINT (-87.62848137148605 41.90146341490292),2022-243920
2022,255009,The Hudson,Submitted Data,750 N HUDSON AVE,60654,2.5,false,Near North Side,Multifamily Housing,385917,2017,1,,56,10846812.2,8537961.7,0,0,,65.8,133.6,66,132.7,1882.2,6.4,41.89631565351528,-87.6401914936887,POINT (-87.6401914936887 41.89631565351528),2022-255009
2022,251592,"Cleveland Elementary, Grover -CPS",Submitted Data,3121 W Byron St,60618,2.0,false,IRVING PARK,K-12 School,97461,1910,2,,43,2119943.9,6399750.2,0,0,,87.4,129.9,90.8,133.4,619.1,6.4,41.9520147036778,-87.70642927466382,POINT (-87.70642927466382 41.9520147036778),2022-251592
2022,175693,,Submitted Data,4501  N CENTRAL PARK AVE,60625,4.0,false,ALBANY PARK,Multifamily Housing,50000,1995,1,,93,598232.8,2092000.2,0,0,,53.8,77.4,55.5,78.4,189.9,3.8,41.96298322984631,-87.71794307959041,POINT (-87.71794307959041 41.96298322984631),2022-175693
2022,175470,1712-20 Albion,Not Submitted,1712 1720 W ALBION AVE,60626,0.0,false,ROGERS PARK,,81896,,,,,,,,,,,,,,,,42.00179350806596,-87.67302687674139,POINT (-87.67302687674139 42.00179350806596),2022-175470
2022,105739,,Submitted Data,5346 5350 S CORNELL AVE,60615,4.0,false,HYDE PARK,Multifamily Housing,131462,1928,1,,97,1988183.4,4086968.3,0,0,,46.2,75,47.1,74.9,479,3.6,41.798194496816826,-87.58563073576784,POINT (-87.58563073576784 41.798194496816826),2022-105739
2022,120324,Ravenswood Station,Submitted Data,1800 W LAWRENCE AVE,60640,,true,LINCOLN SQUARE,Supermarket/Grocery Store,231118,2014,1,,,17575536.8,24332790.3,0,0,,280.5,500.4,280.5,500.4,3607.4,24.1,41.96892623664971,-87.67458649212242,POINT (-87.67458649212242 41.96892623664971),2022-120324
2022,102568,,Submitted Data,639  W GRACE ST,60613,1.5,false,LAKE VIEW,Multifamily Housing,69353,1973,1,,38,2182463.6,7573900.1,0,0,,184.2,265.6,191.4,269.8,689.7,13,41.95186591760259,-87.64650213943216,POINT (-87.64650213943216 41.95186591760259),2022-102568
2022,251789,Saint Hedwig Parish,Not Submitted,2226 N Hoyne Ave,60647,0.0,false,LOGAN SQUARE,,50120,,,,,,,,,,,,,,,,41.92217610613974,-87.68040114217976,POINT (-87.68040114217976 41.92217610613974),2022-251789
2022,161181,"Moody Bible Institute, Crowell Hall",Submitted Data,820 N LaSalle St,60610,1.0,false,NEAR NORTH SIDE,College/University,102928,1938,1,,,5397326.8,12447437.1,0,0,,173.4,273.8,181.3,282.2,1372,13.3,41.8972543988917,-87.63286836160606,POINT (-87.63286836160606 41.8972543988917),2022-161181
2022,103634,Lewis & O'Malley,Submitted Data,25 E Jackson Blvd,60604,3.0,false,LOOP,College/University,380371,1928,1,,,14200351.7,17346217.2,0,0,,82.9,152.4,85.6,154.3,2791.7,7.3,41.87812036088924,-87.62673740268272,POINT (-87.62673740268272 41.87812036088924),2022-103634
2022,250014,Mann Park,Not Submitted,2949 E 131st St,60633,0.0,false,HEGEWISCH,,51273,,,,,,,,,,,,,,,,41.65723706152916,-87.55128304811404,POINT (-87.55128304811404 41.65723706152916),2022-250014
2022,115231,,Not Submitted,1209 1213 W SHERWIN AVE,60626,0.0,false,ROGERS PARK,,59296,,,,,,,,,,,,,,,,42.01493799159823,-87.66311113387543,POINT (-87.66311113387543 42.01493799159823),2022-115231
2022,102368,Bradley Business Center,Submitted Data,2500 W Bradley Pl,60618,,true,NORTH CENTER,Other,566000,1956,1,,,7882831,10404317.6,0,0,,48.9,88.2,51.1,90.6,1590.9,4.3,41.94957580301943,-87.69089236752176,POINT (-87.69089236752176 41.94957580301943),2022-102368
2022,175462,,Not Submitted,741  E 79TH ST,60619,0.0,false,CHATHAM,,60200,,,,,,,,,,,,,,,,41.7511582150235,-87.60603987502624,POINT (-87.60603987502624 41.7511582150235),2022-175462
2022,254569,Aurelien,Submitted Data,833 N Clark St,60610,4.0,false,Near North Side,Multifamily Housing,386150,2017,1,,64,12016994.4,11431589.5,0,0,,60.7,118.2,61,116.8,2190,5.7,41.89766564388542,-87.63112432795488,POINT (-87.63112432795488 41.89766564388542),2022-254569
2022,157100,,Submitted Data,1611  W DIVISION ST,60622,4.0,false,WEST TOWN,Multifamily Housing,112734,2013,1,,86,2396255.3,3797636.3,0,0,,56.9,98.2,58.9,100.3,517.3,4.8,41.90323050138904,-87.66797824804891,POINT (-87.66797824804891 41.90323050138904),2022-157100
2022,100148,,Not Submitted,7144 7148 S JEFFERY BLVD,60649,0.0,false,SOUTH SHORE,,68912,,,,,,,,,,,,,,,,41.764781447215256,-87.5764175442722,POINT (-87.5764175442722 41.764781447215256),2022-100148
2022,161150,1104 S Wabash Ave,Submitted Data,1104 S Wabash Ave,60605,3.0,false,LOOP,College/University,166094,1960,,,,7162366.6,5294979.6,0,0,,75,154.2,77.4,156.7,1224.6,7.4,41.86906251655677,-87.6260157982796,POINT (-87.6260157982796 41.86906251655677),2022-161150
2022,254367,GEMS World Academy Chicago,Not Submitted,350 E SOUTH WATER ST,60601,0.0,false,Loop,,80500,,,,,,,,,,,,,,,,41.8866149095058,-87.61896496436381,POINT (-87.61896496436381 41.8866149095058),2022-254367
2022,226985,7321 SOUTH SHORE DRIVE CO-OPERATIVE,Submitted Data,7321 S South Shore Dr,60649,4.0,false,SOUTH SHORE,Multifamily Housing,171630,1926,1,,67,1183728.1,15264315.2,0,0,,95.8,112.7,103.1,120.3,966.7,5.6,41.76359135583004,-87.55996713501716,POINT (-87.55996713501716 41.76359135583004),2022-226985
2022,112110,Old Cook County Hospital,Not Submitted,1835 W HARRISON ST,60612,0.0,false,NEAR WEST SIDE,,707000,,,,,,,,,,,,,,,,41.87398795331432,-87.67299740933659,POINT (-87.67299740933659 41.87398795331432),2022-112110
2022,101043,Manley Career Academy HS -CPS,Exempt,2935 W Polk St,60612,,true,EAST GARFIELD PARK,,213820,,,,,,,,,,,,,,,,41.870911626922805,-87.69988652392081,POINT (-87.69988652392081 41.870911626922805),2022-101043
2022,109278,,Not Submitted,8509 8525 W CATHERINE AVE,60656,0.0,false,OHARE,,110000,,,,,,,,,,,,,,,,41.97733562835413,-87.83949696987169,POINT (-87.83949696987169 41.97733562835413),2022-109278
2022,103264,,Submitted Data,2941 S Michigan Ave,60616,1.5,false,DOUGLAS,Multifamily Housing,67133,1964,1,,36,1148363.2,6302307.6,0,0,,111,146.5,118,153.2,486,7.2,41.84077124113993,-87.62311995490514,POINT (-87.62311995490514 41.84077124113993),2022-103264
2022,175398,,Submitted Data,5630  S MICHIGAN AVE,60637,0.0,false,WASHINGTON PARK,,26356,,,,,,,,,,,,,,,,41.79195660788373,-87.62254005086724,POINT (-87.62254005086724 41.79195660788373),2022-175398
2022,113768,,Submitted Data,1555  N DEARBORN PKWY,60610,3.5,false,NEAR NORTH SIDE,Multifamily Housing,147868,1962,1,,53,2318984,8704173.5,0,0,,86.9,123.3,86,120.8,767.8,6.1,41.9110609678719,-87.63005550676218,POINT (-87.63005550676218 41.9110609678719),2022-113768
2022,251644,Beaubien Elementary -CPS,Submitted Data,5025 N Laramie Ave,60630,2.0,false,JEFFERSON PARK,K-12 School,117451,1905,3,,47,1577026.4,9381589.7,0,0,,93.3,121.5,94.8,123,706,6,41.972379135874,-87.75752776008068,POINT (-87.75752776008068 41.972379135874),2022-251644
2022,250132,Yards Forman Mills,Exempt,4520 S Damen Ave,60609,,true,NEW CITY,Retail Store,52875,1990,1,,,,,0,0,,,,,,,,41.81022470868433,-87.67507441920675,POINT (-87.67507441920675 41.81022470868433),2022-250132
2022,254362,Fox Ford Lincoln Chicago,Submitted Data,2501 N ELSTON AVE,60647,3.0,false,Logan Square,Vehicle Dealership,196958,2015,1,,,7312830.6,6621393.7,0,0,,95.4,187.9,95.7,185,1314.9,9,41.92709226135739,-87.68020849284738,POINT (-87.68020849284738 41.92709226135739),2022-254362
2022,103933,,Submitted Data,3161  N CAMBRIDGE AVE,60657,4.0,false,LAKE VIEW,Multifamily Housing,62825,1968,1,,97,479937.5,3019825.9,0,0,,68.9,88.8,71.4,90.6,223.6,4.4,41.9394763057004,-87.64302393232288,POINT (-87.64302393232288 41.9394763057004),2022-103933
2022,251529,Lovett Elementary -CPS,Submitted Data,6333 W Bloomingdale Ave,60639,2.0,false,AUSTIN,K-12 School,85200,1927,2,,50,1388090.3,6155180,0,0,,88.5,121.5,92.3,125.4,509.8,6,41.9126904167603,-87.78393401998714,POINT (-87.78393401998714 41.9126904167603),2022-251529
2022,251776,Catholic Charities Mathew Manor,Submitted Data,271 N Albany Ave,60612,1.5,false,EAST GARFIELD PARK,Multifamily Housing,54182,1996,1,,35,1069718.8,3507642.6,0,0,,86.7,126.5,90.5,130.5,327.2,6.2,41.88633872677438,-87.70366839762042,POINT (-87.70366839762042 41.88633872677438),2022-251776
2022,175433,1130 S Wabash Ave,Not Submitted,1130 S Wabash Ave,60605,0.0,false,LOOP,,54215,,,,,,,,,,,,,,,,41.86831968554585,-87.6259904255063,POINT (-87.6259904255063 41.86831968554585),2022-175433
2022,113474,,Submitted Data,517 525 N HALSTED ST,60642,3.5,false,WEST TOWN,Multifamily Housing,88776,1935,1,,80,1636954.6,4623361.1,0,0,,70.5,106.3,71.4,105.6,461.2,5.2,41.891754039612955,-87.64749334480629,POINT (-87.64749334480629 41.891754039612955),2022-113474
2022,101989,200 West Partners Limited Partnership,Submitted Data,330 S Wells St,60606,3.0,false,LOOP,Multifamily Housing,97930,2019,1,,43,4625064.8,3957300,0,0,,87.6,174.7,89.4,176.5,819.4,8.4,41.87736776237396,-87.63385356749127,POINT (-87.63385356749127 41.87736776237396),2022-101989
2022,251786,Saint Clement School,Not Submitted,642 W Deming Pl,60614,0.0,false,LINCOLN PARK,,75507,,,,,,,,,,,,,,,,41.92798378425747,-87.64586660092783,POINT (-87.64586660092783 41.92798378425747),2022-251786
2022,116385,Southpoint Nursing and Rehabilitation Center,Submitted Data,1010  W 95TH ST,60643,2.5,false,WASHINGTON HEIGHTS,Senior Living Community,107394,1996,1,,35,4145496,6985979.8,0,0,,138.1,235,141.2,236.7,917.1,11.4,41.721504890723246,-87.64859453180811,POINT (-87.64859453180811 41.721504890723246),2022-116385
2022,102914,,Not Submitted,8915  S LOOMIS ST,60620,0.0,false,WASHINGTON HEIGHTS,,44700,,,,,,,,,,,,,,,,41.73164453133818,-87.65793185522344,POINT (-87.65793185522344 41.73164453133818),2022-102914
2022,242638,Ontario Street Lofts CA,Submitted Data,411 W Ontario St,60654,4.0,false,NEAR NORTH SIDE,Multifamily Housing,329554,1994,1,,93,4328415.4,10232913.5,0,0,,55.6,87.3,56,86.2,1113.6,4.3,41.89301190883152,-87.63910206995382,POINT (-87.63910206995382 41.89301190883152),2022-242638
2022,102270,,Submitted Data,2700 2714 N SPAULDING AVE,60647,4.0,false,LOGAN SQUARE,Multifamily Housing,50000,1920,1,,73,716881.5,4625208,0,0,,106.8,137.3,112.8,141.3,340.1,6.8,41.930187239588115,-87.71105624549634,POINT (-87.71105624549634 41.930187239588115),2022-102270
2022,101592,,Submitted Data,5452 5466 S ELLIS AVE,60615,4.0,false,HYDE PARK,Multifamily Housing,51368,1900,1,,98,229065.9,2729060.7,0,0,,57.6,68.3,60.3,71.2,175.1,3.4,41.796426234647946,-87.60138382331314,POINT (-87.60138382331314 41.796426234647946),2022-101592
2022,160399,400 N McClurg Ct,Submitted Data,400 N McClurg Ct,60611,4.0,false,NEAR NORTH SIDE,Multifamily Housing,715976,1950,1,,97,8265008.5,20966758.3,0,0,,51.7,79.8,53,79.9,2202.3,3.9,41.88911847301037,-87.61775487651728,POINT (-87.61775487651728 41.88911847301037),2022-160399
